Character	Pinyin	Tone	Meaning	Story
誦	sòng	4	read aloud	"SONG!" she commands sharply, using words from the chop-rack to read aloud and recite poetry.
湧	yǒng	3	gush	The water bends and surges, gushing courageously like a spurt.
踴	yǒng	3	eagerly	The wooden leg bends down drooping but eagerly and enthusiastically leaps forward with courage.
卷	juàn	4	exam paper	"JUNE test!" he commands sharply about the exam paper scroll.
圈	quān	1	circle	"Queen!" she sings cheerfully, drawing a ring loop in the pen.
捲	juǎn	3	roll up	She bends her fingers down, exhausted from rolling up the curly coiled hair.
倦	juàn	4	worn out	"JUNE exams!" the tired person commands sharply, worn out and weary from the exam paper fatigue.
範	fàn	4	model	"FAN club!" he commands sharply about the model standard and exemplar style.
怨	yuàn	4	resentment	"YOU want grudges?" she commands sharply with resentment, complaint and blame in her heart.
宛	wǎn	3	winding	The path bends down drooping in a winding, curved meandering way.
腕	wàn	4	wrist	"ONE joint!" he commands sharply, gripping his wrist where the hand mailbox connects to his body part.
婉	wǎn	3	tactful	The woman bends down politely, tactful and gentle with courteous mailbox manners.
碗	wǎn	3	bowl	He bends down to pick up the stone bowl dish vessel from the ground.
詭	guǐ	3	deceitful	The words bend down drooping in sly, tricky, cunning deceit.
跪	guì	4	kneel	"GWAY!" he commands sharply, forcing the foot to kneel, bow and prostrate.
輿	yú	2	popular	"You?" she questions curiously if the zipper car tool represents popular public opinion.
酬	chóu	2	reward	"Chew on this?" he questions curiously, offering wine as a reward to repay and recompense.
酌	zhuó	2	pour wine	"Jaw?" she questions curiously, considering whether to pour wine and ladle it carefully.
酷	kù	4	brutal	"COOL!" he commands sharply in a brutal, cruel, harsh but cool way with wine.
醇	chún	2	mellow wine	"Chew?" she questions curiously, tasting the mellow wine that's pure, rich and smooth.
醋	cù	4	vinegar	"CUSS!" he commands sharply, spitting out the sour, acidic vinegar wine with jealous disgust.
醉	zuì	4	drunk	"SWAY!" she commands sharply, the drunk wine making her intoxicated and inebriated.
粹	cuì	4	unmixed	"QUICHE!" he commands sharply - the rice must be pure, unadulterated essence, unmixed.
翠	cuì	4	emerald green	"QUICHE colored!" she commands sharply about the emerald green feathers and foot soldiers - jade vivid!
碎	suì	4	shattered	"SWAY and break!" he commands sharply as the stone becomes shattered, broken and fragmented.
酸	suān	1	sour	"Sahn!" she sings cheerfully, tasting the sour wine - tart and acidic!
梭	suō	1	shuttle	"So!" the tree streetwalker sings cheerfully, weaving the shuttle - time flies!
峻	jùn	4	lofty	"JUNE peak!" she commands sharply about the lofty mountain streetwalker - steep and towering!
俊	jùn	4	pretty	"JUNE!" the pretty person commands sharply - handsome and talented!
釁	xìn	4	quarrel	"SEEN it!" he commands sharply during the quarrel - the zipper, hood, spike, crown, whiskey bottle create a feud and dispute!
醬	jiàng	4	thick sauce	"JELLY!" she commands sharply about the thick sauce wine paste condiment.
猶	yóu	2	just like	"Yo?" the pack of wild dogs and chieftain question curiously - just like, still yet?
奠	diàn	4	found	"DANE!" he commands sharply, establishing the foundation base with an offering.
蹲	dūn	2	squat	"Dune?" she questions curiously, squatting down with her wooden leg in veneration.
逗	dòu	4	tease	"DOH!" he commands sharply on the road, teasing to play tricks and provoke.
豈	qǐ	3	rhetorical question	The beans bend down drooping - "How can this be?"
凱	kǎi	3	triumphant	The mountain of beans and wind bend down - the triumphant, victorious warrior!
豎	shù	4	perpendicular	"SHOOT up!" the scrooge commands sharply at the beans - standing erect, vertical like a nobody!
嘉	jiā	1	commend	"YAY!" the drum and addition sing cheerfully - commending with praise for excellence!
嘻	xī	1	giggling	"Hee-hee!" the mouth sings cheerfully, giggling and laughing playfully!
盟	méng	2	alliance	"Mingle?" the dish questions curiously about forming an alliance, oath and league.
孟	mèng	4	Mencius	"MUNG!" the fledgling sage commands sharply - Mencius the philosopher!
猛	měng	3	fierce	The pack of wild dogs bends down drooping - fierce, ferocious and violent!
盛	shèng	2	flourishing	"Sheng?" she questions curiously as things turn into the dish - flourishing, vigorous and prosperous!
盞	zhǎn	3	small cup	The float bends in the dish - a small cup, lantern and lamp!
盒	hé	2	small box	"Huh?" he questions curiously about the small box dish - a container and case.
鋪	pù	4	shop	"POOH!" she commands sharply, setting up the metal shop to spread goods.
盜	dào	4	master thief	"DOW!" the dish commands sharply - the master thief will rob and steal!
盪	dàng	4	swing	"DONG!" the dish commands sharply, swinging and swaying with oscillation!
寧	níng	2	calm	"Ning?" she questions curiously in a calm, peaceful and tranquil way.
盈	yíng	2	replete	"Ying?" the fist questions curiously again at the dish - is it replete and full, with tears overflowing?
盆	pén	2	basin	"Pen?" he questions curiously about the part-dish - the washbasin fire pot!
盃	bēi	1	trophy	"BAY!" she sings cheerfully - there's no dish, just the trophy cup award!
蘊	yùn	4	amass	"YOU need to!" he commands sharply, using flowers, thread, prisoner and dish to amass and accumulate contained wealth.
濫	làn	4	indiscriminate	"LAN!" she commands sharply as water and the hidden camera flood indiscriminately and excessively!
鑑	jiàn	4	probe	"JANE!" he commands sharply, using metal to probe, inspect and examine like a mirror.
尷	gān	1	abashed	"GAN!" Frankenbowser sings cheerfully with the hidden camera, feeling abashed and awkward!
尬	gà	4	embarrassed	"GAH!" Frankenbowser commands sharply when introduced - so embarrassed and uncomfortable!
拋	pāo	1	toss	"POW!" she sings cheerfully, using fingers to toss, throw and cast.
耽	dān	1	indulge in	"DAN!" the ear of Frankenbowser Rex sings cheerfully, indulging to delay and immerse!
枕	zhěn	3	pillow	The tired tree bends down drooping - the pillow, headrest and cushion.
覽	lǎn	3	view	He bends down to view, survey and observe with the magnifying glass.
攬	lǎn	3	take on	She bends her fingers with the magnifying glass, taking on tasks to seize the moon and embrace it.
纜	lǎn	3	cable	The thread and magnifying glass bend down - the cable rope hawser.
狠	hěn	3	ruthless	The pack of wild dogs bends down drooping - ruthless, cruel and vicious!
恨	hèn	4	hate	"HEN!" the heart commands sharply with hate - to resent and loathe!
爵	jué	2	upper crust	"Jewel?" the vulture questions curiously about the net, silver and glue of the upper crust nobility - jazz musicians!
嚼	jiáo	2	chew	"Jaw?" the mouth questions curiously about the upper crust - to chew, masticate and munch!
懇	kěn	3	wholeheartedly	The leopard's silver heart bends down drooping - wholeheartedly, earnestly and sincerely!
墾	kěn	3	reclaim	The leopard's solver bends in the soil - to reclaim and cultivate the land!
豹	bào	4	leopard	"POW!" the spotted big cat commands sharply - the leopard!
貓	māo	1	cat	"MEOW!" the shells sing cheerfully - the cat, feline and kitty!
貌	mào	4	mien	"MOW!" the shells command sharply about mien - appearance and demeanor!
朗	lǎng	3	lucent	The moon bends down drooping - lucent, bright, clear and luminous!
狼	láng	2	wolf	"Long?" the pack of wild dogs questions curiously - is it a wolf, a wild canine or a weasel?
飢	jī	1	starving	"GEE!" the food and wind sing cheerfully - starving, hungry and desperate!
饒	ráo	2	spare	"Rao?" the food questions curiously - will you spare, forgive and show mercy?
飾	shì	4	ornaments	"SHEET!" the food commands sharply - ornaments to decorate and adorn!
飲	yǐn	3	beverage	The food bends down drooping - the beverage, drink and liquid.
蝕	shí	2	eat away	"Shih?" the food and insect question curiously, eating away to erode and corrode.
飽	bǎo	3	sated	The food wraps and bends down drooping - sated, full, but suffering criticism.
饅	mán	2	bread	"Man?" the food questions curiously - is it bread, a steamed bun?
餅	bǐng	3	cookie	The food puzzle bends down drooping - the cookie, cake and mochi!
餃	jiǎo	3	dumpling	The food bends down drooping - the dumpling, potsticker to celebrate!
餓	è	4	hungry	"UH!" the food commands sharply - hungry, starving and ravenous!
潛	qián	2	submerge	"Chen?" the water questions curiously, submerging to dive underwater and hide.
蠶	cán	2	silkworm	"Can?" the waitresses, day and insects question curiously - the silkworm making cocoons and silk!
溉	gài	4	irrigate	"GAI!" the water commands sharply since - to irrigate and water the crops!
慨	kǎi	3	incensed	The state of mind bends down drooping since then - incensed with indignant resentment!
萍	píng	2	duckweed	"Ping?" the flowers, water and water lily question curiously - is it duckweed, a floating plant?
秤	chèng	4	scale	"CHANGE!" the wild rice and water lily command sharply - use the scale for weighing, a balance!
淆	yáo	2	confuse	"Yow?" the water questions curiously - to confuse, mix up the imp and monster!
艾	ài	4	Chinese mugwort	"AYE!" the flowers command sharply - Chinese mugwort, an herb, wormwood!
哎	āi	1	Good grief	"AI!" the mouth sings cheerfully - Good grief! An exclamation, alas!
拔	bá	2	pull out	"Bah?" the fingers question curiously - to pull out, extract, remove and yank!
攀	pān	1	climb	"PAN!" the fingers and tree sing cheerfully - to climb, scale and ascend!
屯	tún	2	stockpile	"Tune?" he questions curiously about where to stockpile, store and accumulate.
頓	dùn	4	pause	"DUN!" the head commands sharply - to pause, stop for a meal suddenly!
噸	dūn	4	ton	"DUN!" the mouth and pause command sharply - that's one ton, a weight measure!
純	chún	2	unadulterated	"Churn?" the thread questions curiously - is it pure, unadulterated and genuine?
屆	jiè	4	fall due	"JAY!" he commands sharply - the deadline to fall due, the session and term arrive!
齒	chǐ	3	teeth	The teeth bend down drooping to bite and pierce with molars.
齣	chū	1	shows	"CHEW!" the teeth and sentence sing cheerfully - watch the shows, the performance and act!
齡	líng	2	length of service	"Ling?" the teeth question curiously about orders - what's the length of service, the age in years?
洶	xiōng	1	turbulent	"SHYUNG!" the water sings cheerfully when bound up with sinister forces - turbulent, fierce and violent!
籬	lí	2	fence	"Lee?" the bamboo questions curiously as it leaves - building a fence, a barrier and railing.
辜	gū	1	crime	"GOO!" the sinner sings cheerfully despite the crime, guilt and offense.
宰	zǎi	3	butcher	The house and chili pepper bend down - time to butcher, slaughter and kill!
辨	biàn	4	differentiate	"BEN!" he commands sharply, trying to differentiate, distinguish and recognize.
辮	biàn	4	braid	"BEN!" she commands sharply about the thread - make a braid, a plait for the twisted beard!
臂	bì	4	arm	"BEE!" the flesh commands sharply - the arm, limb and shoulder!
劈	pī	1	split	"PEE!" the hot sauce and dagger sing cheerfully - to split, chop and cleave the mountain!
譬	pì	4	analogy	"PEE!" the words command sharply - make an analogy, a comparison and metaphor!
僻	pì	4	out-of-the-way	"PEE!" the person commands sharply about the out-of-the-way, remote and secluded alley!
譯	yì	4	translate	"EE!" the words command sharply - to translate, interpret and convert!
擇	zé	2	select	"Zeh?" the fingers question curiously - which to select, choose and pick?
澤	zé	2	swamp	"Zeh?" the water questions curiously - is this a swamp, a marsh with aroma?
墊	diàn	4	pad	"DEN!" the clench and soil command sharply - use a pad, a cushion of newspaper for the pockets!
摯	zhì	4	earnest	"GEEZ!" the clenched hand commands sharply - being earnest and sincere about this best friend!
糾	jiū	1	entangle	"JOE!" the thread and cornucopia sing cheerfully, tangling to twist in a dispute!
凌	líng	2	bully	"Ling?" the ice questions curiously - will you bully, insult and violate?
菱	líng	2	water caltrop	"Ling?" the flowers and minute ricemen question curiously - is this water caltrop, an aquatic nut?
陵	líng	2	mausoleum	"Ling?" the pinnacle and minute ricemen question curiously - is this a mausoleum, a tomb on a hill?
咳	ké	2	cough	"Kuh?" the mouth and acorn question curiously - did you just cough, hack and wheeze?
剎	shā	1	brake	"SHAH!" the sheaf, resin and saber sing cheerfully - to brake, stop and halt!
嚷	rǎng	3	cry out	The mouth and pigeon coop bend down drooping - to cry out, shout and yell!
釀	niàng	4	brew	"NYAHNG!" the whisky bottle and pigeon coop command sharply - to brew, ferment and distill!
塞	sài	4	stronghold	"SAI!" the soil commands sharply - building a stronghold, fortress and barrier to block!
寨	zhài	4	stockade	"JAI!" the hamster cage and tree command sharply - fortifying the stockade, village and fort!
憲	xiàn	4	constitution	"SHYEN!" the house, eyes, heart command sharply - the constitution, the law and principles!
晴	qíng	2	sunny	"Ching?" the sun questions curiously - is it sunny, clear and bright?
猜	cāi	1	guess	"TSAI!" the pack of wild dogs sings cheerfully - to guess, suppose and suspect!
靖	jìng	4	pacify	"JING!" the vase telescope commands sharply - to pacify, calm and suppress!
債	zhài	4	debt	"JAI!" the person and responsibility command sharply - must repay the debt and what we owe!
蹟	jī	1	remains	"JEE!" the wooden leg and responsibility sing cheerfully - the remains, traces and miracle!
牲	shēng	1	domestic animal	"SHUNG!" the cattle sing cheerfully - domestic animals, livestock and sacrifice!
隆	lóng	2	impressive	"Lung?" the pinnacle and walking legs question curiously in the ceiling cell - impressive, prosperous and thriving!
腥	xīng	1	fishy smell	"SHING!" the flesh and star sing cheerfully - but there's a fishy smell, bloody disaster!
猩	xīng	1	orangutan	"SHING!" the pack of wild dogs and star sing cheerfully - the orangutan, ape and primate!
醒	xǐng	3	awaken	The wine bends down drooping - time to awaken, wake and be alert!
瞎	xiā	1	visionless	"SHYAH!" the eyes sing cheerfully - but they're visionless, blind - just wasting time!
轄	xiá	2	administer	"SHYAH?" the car questions curiously about harm - will they administer jurisdiction over the church?
契	qì	4	contract	"CHEE!" he commands sharply - sign the contract, the agreement and deed!
拜	bài	4	adore	"BAI!" the hand, ceiling and bushes command sharply - to adore, worship and bow!
潔	jié	2	spotless	"JYEH?" the water questions curiously - is it spotless, clean and pure of heart?
蜂	fēng	1	bee	"FUNG!" the insect sings cheerfully - the bee with honey in a swarm!
峰	fēng	1	peak	"FUNG!" the mountain sings cheerfully - the peak, the summit and crest!
鋒	fēng	1	cutting edge	"FUNG!" the metal sings cheerfully - the cutting edge, the blade so sharp!
逢	féng	2	chance upon	"Fung?" the road questions curiously - did we chance upon this encounter and meet?
蓬	péng	2	disheveled	"Pung?" the flowers question curiously after chancing upon this disheveled, messy lotus capsule!
縫	féng	2	sew	"Fung?" the thread questions curiously after chancing upon the chance to sew, stitch seamlessly!
奏	zòu	4	play an instrument	"DZOH!" he commands sharply - play an instrument, perform the music!
湊	còu	4	gather together	"TSOH!" the water commands sharply - gather together, assemble and join the excitement!
秦	qín	2	Qin	"Chin?" the bonzai and wild rice question curiously - from the Qin dynasty?
蠢	chǔn	3	foolish	The springtime insects bend down drooping - foolish, stupid idiots!
捧	pěng	3	carry in both hands	The fingers and proffer bend down drooping - to carry in both hands, to hold the plate!
嘆	tàn	4	sigh	"TAN!" the mouth commands sharply - to sigh, lament with a breath!
艱	jiān	1	arduous	"JYEN!" the task sings cheerfully - though it's arduous, difficult and hard!
灘	tān	1	beach	"TAN!" the water sings cheerfully - at the beach, the shore with sand!
畢	bì	4	complete	"BEE!" he commands sharply - to complete, finish and graduate!
唾	tuò	4	saliva	"TWOH!" the mouth commands sharply, drooling with saliva - to spit spittle!
吟	yín	2	recite	"Yin?" the mouth and clock question curiously - will you recite and chant poetry?
貪	tān	1	greedy	"TAN!" the shells sing cheerfully - being greedy, to covet and desire!
琴	qín	2	stringed instrument	"Chin?" the jewels question curiously - is it a stringed instrument, a zither for music?
栗	lì	4	chestnut	"LEE!" the old west tree commands sharply - the chestnut nut and kernel!
潭	tán	2	deep pool	"Tan?" the water and sunflower question curiously in the old west - is this a deep pool, a frigid cave for rabbits?
遷	qiān	1	resituate	"CHYEN!" the road sings cheerfully - time to resituate, relocate to Taiwan!
覆	fù	4	overturn	"FOO!" he commands sharply - to overturn, topple and reverse!
飄	piāo	1	flutter	"PYAO!" the food sings cheerfully - to flutter, float and drift!
闆	bǎn	3	boss	The gate bends down drooping - the boss, the owner and manager!
闊	kuò	4	broad	"KWOH!" the gate and lively command sharply - broad, wide and spacious!
閉	bì	4	close	"BEE!" the gate commands sharply - close, shut and seal!
潤	rùn	4	moisten	"RWUN!" the water commands sharply - to moisten, wet and lubricate!
閣	gé	2	cabinet	"Guh?" the gate questions curiously - is this a cabinet, a pavilion in the loft?
擱	gē	1	put aside	"GUH!" the fingers and cabinet sing cheerfully - to put aside, but don't waste time!
闡	chǎn	3	explicate	The gate and list bend down drooping - to explicate, clarify and expound!
閱	yuè	4	peruse	"YWEH!" the gate commands sharply - to peruse, read and inspect!
悶	mēn	4	stuffy	"MUN!" the heart and gate command sharply - stuffy, silent and stifling!
閃	shǎn	3	flash	The gate bends down drooping - a flash of lightning, dodge!
閥	fá	2	valve	"Fah?" the gate questions curiously - is it a valve for the honorable family to control?
閘	zhá	2	floodgate	"JAH?" the gate and radish question curiously - the floodgate, sluice and dam?
闢	pì	4	repudiate	"PEE!" the gate and hot sauce command sharply - to repudiate, refute and open!
蒼	cāng	1	ash-colored	"TSAHNG!" the flowers sing cheerfully - ash-colored, pale blue in the district!
搶	qiǎng	3	rob	The fingers bend down drooping - to rob, seize and snatch by stealing!
菲	fěi	3	humble	The flowers and jail cell bend down drooping - humble, modest and meager!
輩	bèi	4	lifetime	"BAY!" the car commands sharply - a lifetime, generation of peers!
悲	bēi	1	sad	"BAY!" the heart sings cheerfully despite being sad - sorrow and grief!
徘	pái	2	irresolute	"Pai?" the queue and jail cell question curiously - irresolute, hesitant and pacing!
殲	jiān	1	annihilate	"JYEN!" the bones and jailbreak sing cheerfully - to annihilate, destroy and wipe out!
籤	qiān	1	bamboo slip	"CHYEN!" the bamboo and jailbreak sing cheerfully - a bamboo slip, a divination stick!
纖	xiān	1	fiber	"SHYEN!" the thread and jailbreak sing cheerfully - fiber, delicate and tiny for the body!
喉	hóu	2	gullet	"HOH?" the mouth questions curiously - the gullet, throat and larynx?
猴	hóu	2	monkey	"HOH?" the pack and marquis question curiously - a monkey? To kill a chicken as an example?
韓	hán	2	Korea	"HAN?" he questions curiously - from Korea, the nation?
違	wéi	2	disobey	"WAY?" the road questions curiously - will you disobey, violate and oppose?
緯	wěi	3	latitude	The thread and locket bend down drooping - the latitude, a parallel line!
竿	gān	1	pole	"GAN!" the bamboo sings cheerfully - a pole, a rod and shaft!
罕	hǎn	3	rarely	The paper punch and clothesline bend down drooping - rarely, seldom and uncommon!
軒	xuān	1	veranda	"SHWEN!" the car sings cheerfully - a veranda, a pavilion from the untamed!
肝	gān	1	liver	"GAN!" the flesh and offend sing cheerfully - the liver organ for a transplant!
刊	kān	1	publication	"KAN!" the clothesline and saber sing cheerfully - a publication, a periodical magazine!
汗	hàn	2	sweat	"HAN?" the water questions curiously after the offend - is this sweat, perspiration on the hair?
桿	gǎn	3	shaft	The tree bends down drooping - the shaft, a pole and rod!
悍	hàn	4	bold	"HAN!" the state of mind commands sharply during drought - bold, fierce and brave!
徐	xú	2	slowly	"SHOO?" the queue questions curiously - moving slowly, gradual and leisurely?
敘	xù	4	recount	"SHOO!" the scale and taskmaster command sharply - recount, narrate and explain about qinghe!
塗	tú	2	smear	"TOO?" the soil questions curiously - to smear, apply and spread?
斜	xié	2	slanting	"SHYEH?" the scale and big dipper question curiously - slanting, tilted and diagonal?
喇	lǎ	3	flared horn	The mouth, bundle and saber bend down drooping - a flared horn, a trumpet speaker!
嗽	sòu	4	hack	"SOH!" the mouth, bundle and yawn command sharply - to hack, cough and wheeze!
賴	lài	4	rely on	"LAI!" the shells command sharply - to rely on, depend and blame!
懶	lǎn	3	lazy	The state of mind bends down drooping - lazy, idle and sluggish!
嫩	nèn	4	tender	"NUN!" the woman, bundle and taskmaster command sharply - tender, soft young dew grass!
煉	liàn	4	refine	"LYEN!" the fire commands sharply - to refine, smelt and purify!
鍊	liàn	4	chain	"LYEN!" the metal commands sharply - a chain, a link for training!
腫	zhǒng	3	swollen	The flesh bends down drooping - swollen, bloated and puffy!
董	dǒng	3	director	The flowers and heavy bend down drooping - the director, supervisor and manager!
鍾	zhōng	1	draw together	"JUNG!" the metal and heavy sing cheerfully - to draw together, concentrate and focus!
痰	tán	2	phlegm	"TAN?" the sickness and inflammation question curiously - is this phlegm, mucus and sputum?
症	zhèng	4	disease	"JUNG!" the sickness commands sharply to be correct - the disease, illness and lost soul syndrome!
疼	téng	2	hurt	"TUNG?" the sickness questions curiously - does it hurt, ache and pain?
癒	yù	4	get well	"YOO!" the sickness commands sharply to get better more and more - to heal the scars!
疫	yì	4	epidemic	"YEE!" the sickness commands sharply - an epidemic, plague and outbreak!
癌	ái	2	cancer	"AI?" the sickness questions curiously - is it cancer, a malignant tumor?
疲	pí	2	fatigued	"PEE?" the sickness questions curiously - are you fatigued, exhausted and weary?
疾	jí	2	rapid	"JEE?" the sickness questions curiously and rapid, swift and speedy!
痴	chī	1	idiotic	"CHIH!" the sickness sings cheerfully - being idiotic, foolish and obsessed!
瘤	liú	2	tumor	"LYOH?" the sickness questions curiously about what stays - a tumor, a growth and lump?
痕	hén	2	trace	"HUN?" the sickness questions curiously - is this a trace, a mark and scar?
癢	yǎng	3	itch	The sickness bends down drooping - to itch, scratch and tingle!
癱	tān	1	paralysis	"TAN!" the sickness and difficult sing cheerfully despite paralysis - immobilized and disabled!
瘡	chuāng	1	sore	"CHWAHNG!" the sickness and storehouse sing cheerfully - a sore, a wound and lesion!
穩	wěn	3	stable	The grain bends down drooping - stable, steady and secure!
隱	yǐn	3	hidden	The pinnacle bends down drooping - hidden, concealed and secret!
癮	yǐn	3	addiction	The sickness bends down drooping - an addiction, a craving that's thrilling!
巨	jù	4	gigantic	"JYOO!" he commands sharply - gigantic, huge and enormous!
渠	qú	2	canal	"CHYOO?" the water, giant and tree question curiously - is this a canal, a channel and ditch?
拒	jù	4	refuse	"JYOO!" the fingers command sharply - to refuse, reject and decline the call!
矩	jǔ	3	square	The spear bends down drooping - a square with rules and standards!
距	jù	4	distance	"JYOO!" the foot commands sharply - measuring the distance, the gap and separation!
框	kuàng	4	rectangular frame	"KWAHNG!" the tree, box and jewel command sharply - a rectangular frame, a border for pictures and certificates!
筐	kuāng	1	rectangular basket	"KWAHNG!" the bamboo, box and king sing cheerfully - a rectangular basket for fruit containers!
砸	zá	2	smash	"DZAH?" the stone questions curiously - will you smash, shatter and break?
匯	huì	4	converge	"HWAY!" the box, water and turkey command sharply - to converge, gather and assemble!
匠	jiàng	4	artisan	"JYAHNG!" the box and tomahawk command sharply - an artisan, a craftsman comedian!
匪	fěi	3	bandit	The box and jail cell bend down drooping - a bandit, a thief and outlaw!
匿	nì	4	keep out of sight	"NEE!" the box and Disneyland command sharply - to keep out of sight, hide and conceal!
兜	dōu	1	pocket	"DOH!" he sings cheerfully about the pocket, pouch to carry!
毆	ōu	1	hit	"OH!" the bones sing cheerfully - to hit, fight and strike in the cloud recesses!
軀	qū	1	human body	"CHYOO!" the car sings cheerfully - the human body, physique and torso!
昂	áng	2	hold one's head high	"AHNG?" the sun questions curiously - will you hold your head high, proud and lofty?
抑	yì	4	curb	"YEE!" the fingers command sharply - to curb, restrain and repress!
葵	kuí	2	large-flowered plants	"KWAY?" the flowers, teepee and heavens question curiously - are these large-flowered plants, sunflowers?
僚	liáo	2	coworker	"LYAO?" the person and pup tent question curiously - is this a coworker, an official bureaucrat?
遼	liáo	2	far away	"LYAO?" the road questions curiously - how far away, distant and remote?
瞭	liǎo	3	comprehend	The eyes bend down drooping - to comprehend, understand and grasp!
療	liáo	2	cure	"LYAO?" the sickness questions curiously - will you cure, treat and heal?
瞪	dèng	4	glare	"DUNG!" the eyes command sharply - to glare, stare and gaze!
凳	dèng	4	bench	"DUNG!" he commands sharply - sit on the bench, the stool and seat!
澄	chéng	2	transparent	"CHUNG?" the water questions curiously - is it transparent, clear like the untamed?
潑	pō	1	splash	"PWOH!" the water sings cheerfully - to splash, be spirited and lively!
撥	bō	1	allocate	"BWOH!" the fingers and courier sing cheerfully - to allocate, distribute and provoke!
杉	chān	1	fir tree	"SHAN!" the tree and rooster tail sing cheerfully - a fir tree, cedar and conifer!
彬	bīn	1	well-mannered	"BIN!" he sings cheerfully - well-mannered, refined, gentle and urbane!
衫	shān	1	shirt	"SHAN!" the clothes sing cheerfully - a shirt, garment and blouse!
彰	zhāng	1	manifest	"JAHNG!" it sings cheerfully - manifest, evident, revealing not failures!
膨	péng	2	puffy	"PUNG?" the flesh, drum and rooster tail question curiously - puffy, swollen and bloated?
趁	chèn	4	take advantage of	"CHUN!" he commands sharply - to take advantage of, seize the opportunity!
診	zhěn	3	diagnose	The words bend down drooping - to diagnose, examine and consult!
滲	shèn	4	seep	"SHUN!" the water commands sharply - to seep, permeate and ooze the stink!
膠	jiāo	1	gum	"JYAO!" the flesh sings cheerfully - gum, glue and adhesive!
謬	miù	4	wrong	"MYOH!" the words and kiddie cocktail command sharply - wrong, absurd and ridiculous!
寥	liáo	2	deserted	"LYAO?" the house questions curiously - is it deserted, sparse and desolate?
斑	bān	1	speck	"BAN!" the highlander sings cheerfully between two balls - a speck, spot and mottled!
紋	wén	2	design	"WUN?" the thread questions curiously - what's the design, pattern and texture?
鏟	chǎn	3	small shovel	The metal bends down drooping - a small shovel, spade to dig!
薩	sà	4	Samoa	"SAH!" the flowers command sharply - Samoa, the name and island!
脊	jǐ	3	backbone	The flesh bends down drooping - the backbone, spine and vertebrae!
函	hán	2	letter	"HAN?" the snare, sparkler and pit question curiously - is this a letter, a correspondence message?
涵	hán	2	culvert	"HAN?" the water questions curiously - a culvert for forgiveness and tolerance?
映	yìng	4	reflect	"YING!" the sun commands sharply - to reflect, image like a mirror and project!
殃	yāng	1	calamity	"YAHNG!" the bones and center sing cheerfully despite calamity, disaster and misfortune!
肥	féi	2	plump	"FAY?" the flesh questions curiously - is it plump, fat and chubby?
爬	pá	2	crawl	"PAH?" he questions curiously - will you crawl, creep and climb?
疤	bā	1	scar	"BAH!" the sickness sings cheerfully - a scar, a wound mark representing life!
艷	yàn	4	gorgeous	"YEN!" she commands sharply - gorgeous, beautiful with a romantic encounter!
甜	tián	2	sugary	"TYEN?" the tongue questions curiously - is it sugary, sweet like dessert?
鉗	qián	2	pliers	"CHYEN?" the metal and wicker basket question curiously - are these pliers, tongs and clamp?
媒	méi	2	matchmaker	"MAY?" the woman questions curiously - is she a matchmaker, a go-between for the birth?
煤	méi	2	coal	"MAY?" the fire questions curiously - is this coal, a mineral fuel?
謀	móu	2	scheme	"MOH?" the words question curiously - is this a scheme, a plot and conspiracy?
棋	qí	2	chess	"CHEE?" the tree questions curiously - chess, a board game of strategy?
欺	qī	1	dupe	"CHEE!" he sings cheerfully while trying to dupe, deceive and cheat!
旗	qí	2	flag	"CHEE?" the flag questions curiously - painted by an inexperienced artist?
嘶	sī	1	hoarse	"SIH!" the mouth and sphinx sing cheerfully but hoarse, raspy and harsh!
撕	sī	1	rip	"SIH!" the fingers and sphinx sing cheerfully - to rip, tear and shred!
堪	kān	1	tolerate	"KAN!" the soil and Hercules sing cheerfully - to tolerate, endure and withstand!
勘	kān	1	survey	"KAN!" the tremendous Hercules and muscle sing cheerfully - to survey, investigate and inspect!
遣	qiǎn	3	dispatch	The purse, maestro and road bend down drooping - to dispatch, send for fun and mockery!
譴	qiǎn	3	censure	The words and dispatch bend down drooping - to censure, condemn and blame!
囊	náng	2	sack	"NAHNG?" the top hat, purse, crown and pidgeon coop question curiously - is this a sack, a bag for perfume?
潰	kuì	4	burst	"KWAY!" the water commands sharply - to burst, collapse and rupture!
櫃	guì	4	cupboard	"GWAY!" the tree commands sharply - a cupboard, cabinet and closet!
宜	yí	2	fitting	"YEE?" the house questions curiously - is it fitting, appropriate and suitable?
誼	yì	4	friendship	"YEE!" the words and fitting command sharply - friendship, comradeship and gifts!
租	zū	1	rent	"DZOO!" the grain sings cheerfully - to rent, lease and hire!
粗	cū	1	coarse	"TSOO!" the rice sings cheerfully - coarse, rough and crude!
阻	zǔ	3	block	The pinnacle bends down drooping - to block, stop and prevent killing!
疊	dié	2	heap	"DYEH?" the think tank, crown and shelves question curiously - to heap, stack and fold clothes?
壘	lěi	3	baseball base	The think tank and soil bend down drooping - a baseball base, fortress and mound!
鋤	chú	2	hoe	"CHOO?" the metal questions curiously to assist - a hoe, to weed and root out evil?
叢	cóng	2	thicket	"TSUNG?" the side by side and soil question curiously - a thicket, jungle cluster?
樸	pǔ	2	plain	"POO?" the tree and yoga question curiously - plain, simple and unadorned?
撲	pū	1	pounce on	"POO!" the fingers and yoga sing cheerfully - to pounce on, attack and extinguish fire!
僕	pú	2	servant	"POO?" the person questions curiously - a servant, attendant and butler?
譜	pǔ	3	musical score	The words bend down drooping - a musical score, notation and spectrum!
