Traditional	Study Order	Pinyin	Meaning	Story
紳	2320	shēn	gentry	"SHEN!" the thread and monkey sing cheerfully - the gentry scholar gentleman in fine silk!
緣	2321	yuán	reason	"YWEN?" the thread questions curiously about their reason for meeting - is it cause, fate, or connection?
緒	2322	xù	inception	"SHOO!" the thread commands sharply at the inception of the project - following the clue and beginning!
絞	2323	jiǎo	wring	The thread stands for wring, whispering "Jiǎo!" softly - a vivid image to remember!
緩	2324	huǎn	unhurried	See how the thread forms unhurried? It whispers "Huǎn!" softly!
暖	2325	nuǎn	warm	The sun stands for warm, whispering "Nuǎn!" softly as sunlight streams across the sky!
援	2326	yuán	provide assistance	"You want help?" she questions curiously, providing assistance to those in need.
索	2327	suǒ	large rope	He bends low, searching with the large rope made of chapel threads.
勃	2328	bó	vibrant	"Burble?" the vibrant Sunday school asks curiously, muscles full of energy.
脖	2329	bó	head-hinge	"Bow?" he questions curiously, touching the flesh of his neck where the head hinges - seeing the marks.
繳	2330	jiǎo	shell out	She bends down reluctantly, using the homing pigeon thread to shell out payment.
邀	2331	yāo	request the presence of	"Yay!" she sings cheerfully, inviting guests to request the presence of the emperor.
繡	2332	xiù	embroidery	"SHOW it!" she commands sharply, displaying thread embroidery of the grand canyon.
蘿	2333	luó	edible root	"Low?" he questions curiously, pulling the edible root turnip from silk flowers.
鑼	2334	luó	gong	"Low note?" she questions curiously, striking the metal gong with silk gauze.
邏	2335	luó	make the rounds	"Low road?" the police question curiously, making the rounds wrapped in silk.
籮	2336	luó	bamboo basket	"Low enough?" he questions curiously, hefting the bamboo basket to carry.
蠻	2337	mán	barbaric	"Man, barbaric!" she questions curiously, watching the needlepoint insect act quite savage.
頸	2338	jǐng	neck	The tired giraffe bends its long neck down drooping.
莖	2339	jīng	plant stem	"Gee!" she sings cheerfully, measuring the plant stem on the flower spool.
勁	2340	jìng	powerful	"GINGER!" he commands sharply with powerful, vigorous energy.
徑	2341	jìng	trail	"GING!" the bell commands sharply on the trail path - a shortcut through the queue.
溪	2342	xī	creek	"Gee!" she sings cheerfully, splashing in the creek where water vultures and St. Bernards play.
幼	2343	yòu	young	"YOU!" the young child commands sharply, immature but bossy.
幽	2344	yōu	secluded	"Yo!" he sings cheerfully from the secluded, quiet remote hiding spot.
濕	2345	shī	wet	"Gee!" she sings cheerfully, though wet from water and sun - the dehumidifier fights two cocoons of moisture.
玄	2346	xuán	mysterious	"You want mysteries?" he questions curiously about the profound enigmatic secrets.
畜	2347	chù	livestock	"CHEW!" the livestock commands sharply - the animals and cattle are hungry.
蓄	2348	xù	save up	"SHOOT for savings!" she commands sharply, using flower power to save up with the livestock.
牽	2349	qiān	lead along	"Chain 'em!" he sings cheerfully, leading the animals along, pulling them by involvement.
弦	2350	xián	bow string	"You want tension?" she questions curiously, pulling the mysterious bow string tight.
磁	2351	cí	magnetism	"See?" he questions curiously as magnetism creates attraction and pull.
滋	2352	zī	nourish	"Gee!" she sings cheerfully, water nourishing and enriching growth.
慈	2353	cí	kindhearted	"See?" the kindhearted woman questions curiously, showing mercy and compassion.
譏	2354	jī	deride	"Gee!" he sings cheerfully while mocking words of scorn and ridicule.
爍	2355	shuò	luminous	"SHOCK!" she commands sharply as fire and music create luminous, bright sparkling light.
遜	2356	xùn	modest	"SHUN!" he commands sharply, being modest and humble about his inferior skills.
卸	2357	xiè	unload	"SHARE the load!" she commands sharply, removing and discharging cargo.
御	2358	yù	imperial	"YOU!" the imperial emperor commands sharply, controlling the royal queue to unload.
禦	2359	yù	withstand	"YOU shall not pass!" she commands sharply, defending to withstand and resist.
卵	2360	luǎn	nest eggs	A striking symbol for nest eggs that whispers "Luǎn!" softly!
孵	2361	fū	hatch	"Foo!" the fledgling sings cheerfully, hatching from nest eggs to incubate and emerge.
乳	2362	rǔ	breast	The tired mother bends drooping to offer her breast for milk and nursing.
浮	2363	fú	float	"Foo?" she questions curiously, watching water float and drift in frivolous patterns.
俘	2364	fú	captive	"Fool?" the person questions curiously about the captive prisoner who was seized.
卿	2365	qīng	minister	"Keen!" the minister lord sings cheerfully, the letter opener glinting with silver for the official.
貿	2366	mào	trade	"MAO!" he commands sharply, the letter opener cutting through shells in commerce and business.
榴	2367	liú	pomegranate	"Loo?" she questions curiously, picking the pomegranate fruit that stays on the tree ready to burst.
疑	2368	yí	doubt	A striking symbol for doubt that asks "Hee?" curiously - a vivid image to remember!
礙	2369	ài	obstruct	"AYE!" she commands sharply, as stones obstruct and hinder and block the path.
凝	2370	níng	congeal	"Ning?" he questions curiously as ice and doubt combine to congeal and freeze solid.
擬	2371	nǐ	simulate	She bends her fingers and furled brow down, exhausted from trying to simulate and draft an imitation.
玲	2372	líng	exquisite	"Ling?" the jewel questions curiously with orders - is it exquisitely tinkling and delicate?
鈴	2373	líng	small bell	"Ling?" the small metal bell questions curiously - will it chime and ring?
伶	2374	líng	actor	"Ling?" the person questions curiously if the orders make them a clever, witty actor performer.
嶺	2375	lǐng	mountain range	The mountain takes the shape of mountain range, whispering "Lǐng!" softly!
桶	2376	tǒng	bucket	He bends down to lift the heavy tree bucket - a barrel toilet from the old days.
誦	2377	sòng	read aloud	"SONG!" she commands sharply, using words from the chop-rack to read aloud and recite poetry.
湧	2378	yǒng	gush	The water bends and surges, gushing courageously like a spurt.
踴	2379	yǒng	eagerly	The leg takes the shape of eagerly, whispering "Yǒng!" softly!
卷	2380	juàn	exam paper	"JUNE test!" he commands sharply about the exam paper scroll.
圈	2381	quān	circle	"Queen!" she sings cheerfully, drawing a ring loop in the pen.
捲	2382	juǎn	roll up	She bends her fingers down, exhausted from rolling up the curly coiled hair.
倦	2383	juàn	worn out	"JUNE exams!" the tired person commands sharply, worn out and weary from the exam paper fatigue.
範	2384	fàn	model	"FAN club!" he commands sharply about the model standard and exemplar style.
怨	2385	yuàn	resentment	"YOU want grudges?" she commands sharply with resentment, complaint and blame in her heart.
宛	2386	wǎn	winding	The path takes the shape of winding, whispering "Wǎn!" softly!
腕	2387	wàn	wrist	"ONE joint!" he commands sharply, gripping his wrist where the hand mailbox connects to his body part.
婉	2388	wǎn	tactful	The woman bends down politely, tactful and gentle with courteous mailbox manners.
碗	2389	wǎn	bowl	He bends down to pick up the stone bowl dish vessel from the ground.
詭	2390	guǐ	deceitful	The words bend down drooping in sly, tricky, cunning deceit.
跪	2391	guì	kneel	"GWAY!" he commands sharply, forcing the foot to kneel, bow and prostrate.
輿	2392	yú	popular	"You?" she questions curiously if the zipper car tool represents popular public opinion.
酬	2393	chóu	reward	"Chew on this?" he questions curiously, offering wine as a reward to repay and recompense.
酌	2394	zhuó	pour wine	"Jaw?" she questions curiously, considering whether to pour wine and ladle it carefully.
酷	2395	kù	brutal	"COOL!" he commands sharply in a brutal, cruel, harsh but cool way with wine.
醇	2396	chún	mellow wine	"Chew?" she questions curiously, tasting the mellow wine that's pure, rich and smooth.
醋	2397	cù	vinegar	"CUSS!" he commands sharply, spitting out the sour, acidic vinegar wine with jealous disgust.
醉	2398	zuì	drunk	"SWAY!" she commands sharply, the drunk wine making her intoxicated and inebriated.
粹	2399	cuì	unmixed	"QUICHE!" he commands sharply - the rice must be pure, unadulterated essence, unmixed.
翠	2400	cuì	emerald green	The foot takes the shape of emerald green, shouting "QUICHE colored!" sharply!
碎	2401	suì	shattered	"SWAY and break!" he commands sharply as the stone becomes shattered, broken and fragmented.
酸	2402	suān	sour	"Sahn!" she sings cheerfully, tasting the sour wine - tart and acidic!
梭	2403	suō	shuttle	See how the tree forms shuttle? It sings "So!" cheerfully - a vivid image to remember!
峻	2404	jùn	lofty	"JUNE peak!" she commands sharply about the lofty mountain streetwalker - steep and towering!
俊	2405	jùn	pretty	"JUNE!" the pretty person commands sharply - handsome and talented!
釁	2406	xìn	quarrel	"SEEN it!" he commands sharply during the quarrel - the zipper, hood, spike, crown, whiskey bottle create a feud and dispute!
醬	2407	jiàng	thick sauce	"JELLY!" she commands sharply about the thick sauce wine paste condiment.
猶	2408	yóu	just like	"Yo?" the pack of wild dogs and chieftain question curiously - just like, still yet?
奠	2409	diàn	found	"DANE!" he commands sharply, establishing the foundation base with an offering.
蹲	2410	dūn	squat	"Dune?" she questions curiously, squatting down with her wooden leg in veneration.
逗	2411	dòu	tease	"DOH!" he commands sharply on the road, teasing to play tricks and provoke.
豈	2412	qǐ	rhetorical question	The beans bend down drooping - "How can this be?"
凱	2413	kǎi	triumphant	The mountain of beans and wind bend down - the triumphant, victorious warrior!
豎	2414	shù	perpendicular	"SHOOT up!" the scrooge commands sharply at the beans - standing erect, vertical like a nobody!
嘉	2415	jiā	commend	"YAY!" the drum and addition sing cheerfully - commending with praise for excellence!
嘻	2416	xī	giggling	"Hee-hee!" the mouth sings cheerfully, giggling and laughing playfully!
盟	2417	méng	alliance	"Mingle?" the dish questions curiously about forming an alliance, oath and league.
孟	2418	mèng	Mencius	"MUNG!" the fledgling sage commands sharply - Mencius the philosopher!
猛	2419	měng	fierce	This character represents fierce, whispering "Měng!" softly!
盛	2420	shèng	flourishing	"Sheng?" she questions curiously as things turn into the dish - flourishing, vigorous and prosperous!
盞	2421	zhǎn	small cup	The float bends in the dish - a small cup, lantern and lamp!
盒	2422	hé	small box	"Huh?" he questions curiously about the small box dish - a container and case.
盜	2423	dào	master thief	"DOW!" the dish commands sharply - the master thief will rob and steal!
盪	2424	dàng	swing	"DONG!" the dish commands sharply, swinging and swaying with oscillation!
寧	2425	níng	calm	"Ning?" she questions curiously in a calm, peaceful and tranquil way.
盈	2426	yíng	replete	"Ying?" the fist questions curiously again at the dish - is it replete and full, with tears overflowing?
盆	2427	pén	basin	"Pen?" he questions curiously about the part-dish - the washbasin fire pot!
盃	2428	bēi	trophy	"BAY!" she sings cheerfully - there's no dish, just the trophy cup award!
蘊	2429	yùn	amass	"YOU need to!" he commands sharply, using flowers, thread, prisoner and dish to amass and accumulate contained wealth.
濫	2430	làn	indiscriminate	"LAN!" she commands sharply as water and the hidden camera flood indiscriminately and excessively!
鑑	2431	jiàn	probe	"JANE!" he commands sharply, using metal to probe, inspect and examine like a mirror.
尷	2432	gān	abashed	"GAN!" Frankenbowser sings cheerfully with the hidden camera, feeling abashed and awkward!
尬	2433	gà	embarrassed	"GAH!" Frankenbowser commands sharply when introduced - so embarrassed and uncomfortable!
拋	2434	pāo	toss	"POW!" she sings cheerfully, using fingers to toss, throw and cast.
耽	2435	dān	indulge in	"DAN!" the ear of Frankenbowser Rex sings cheerfully, indulging to delay and immerse!
枕	2436	zhěn	pillow	The tree stands for pillow, whispering "Zhěn!" softly - a vivid image to remember!
覽	2437	lǎn	view	He bends down to view, survey and observe with the magnifying glass.
攬	2438	lǎn	take on	She bends her fingers with the magnifying glass, taking on tasks to seize the moon and embrace it.
纜	2439	lǎn	cable	The thread and magnifying glass bend down - the cable rope hawser.
狠	2440	hěn	ruthless	A striking symbol for ruthless that whispers "Hěn!" softly - a vivid image to remember!
恨	2441	hèn	hate	"HEN!" the heart commands sharply with hate - to resent and loathe!
爵	2442	jué	upper crust	An striking symbol for upper crust that asks "Jewel?" curiously!
嚼	2443	jiáo	chew	"Jaw?" the mouth questions curiously about the upper crust - to chew, masticate and munch!
懇	2444	kěn	wholeheartedly	The heart takes the shape of wholeheartedly, whispering "Kěn!" softly!
墾	2445	kěn	reclaim	The leopard's solver bends in the soil - to reclaim and cultivate the land!
豹	2446	bào	leopard	The strokes unite to show leopard, shouting "POW!" sharply - a vivid image to remember!
貓	2447	māo	cat	"MEOW!" the shells sing cheerfully - the cat, feline and kitty!
貌	2448	mào	mien	"MOW!" the shells command sharply about mien - appearance and demeanor!
朗	2449	lǎng	lucent	The moon stands for lucent, whispering "Lǎng!" softly in the soft glow of moonlight!
狼	2450	láng	wolf	"Long?" the pack of wild dogs questions curiously - is it a wolf, a wild canine or a weasel?
飢	2451	jī	starving	"GEE!" the food and wind sing cheerfully - starving, hungry and desperate!
饒	2452	ráo	spare	"Rao?" the food questions curiously - will you spare, forgive and show mercy?
飾	2453	shì	ornaments	"SHEET!" the food commands sharply - ornaments to decorate and adorn!
飲	2454	yǐn	beverage	Picture beverage taking form - it whispers "Yǐn!" with vivid energy!
蝕	2455	shí	eat away	"Shih?" the food and insect question curiously, eating away to erode and corrode.
飽	2456	bǎo	sated	Picture sated taking form - it whispers "Bǎo!" with vivid energy!
饅	2457	mán	bread	"Man?" the food questions curiously - is it bread, a steamed bun?
餅	2458	bǐng	cookie	A striking symbol for cookie that whispers "Bǐng!" softly - a vivid image to remember!
餃	2459	jiǎo	dumpling	Picture dumpling taking form - it whispers "Jiǎo!" with vivid energy!
餓	2460	è	hungry	"UH!" the food commands sharply - hungry, starving and ravenous!
潛	2461	qián	submerge	"Chen?" the water questions curiously, submerging to dive underwater and hide.
蠶	2462	cán	silkworm	"Can?" the waitresses, day and insects question curiously - the silkworm making cocoons and silk!
溉	2463	gài	irrigate	"GAI!" the water commands sharply since - to irrigate and water the crops!
慨	2464	kǎi	incensed	Picture incensed taking form - it whispers "Kǎi!" with vivid energy!
萍	2465	píng	duckweed	"Ping?" the flowers, water and water lily question curiously - is it duckweed, a floating plant?
秤	2466	chèng	scale	"CHANGE!" the wild rice and water lily command sharply - use the scale for weighing, a balance!
淆	2467	yáo	confuse	"Yow?" the water questions curiously - to confuse, mix up the imp and monster!
艾	2468	ài	Chinese mugwort	"AYE!" the flowers command sharply - Chinese mugwort, an herb, wormwood!
哎	2469	āi	Good grief	"AI!" the mouth sings cheerfully - Good grief! An exclamation, alas!
拔	2470	bá	pull out	"Bah?" the fingers question curiously - to pull out, extract, remove and yank!
攀	2471	pān	climb	"PAN!" the fingers and tree sing cheerfully - to climb, scale and ascend!
屯	2472	tún	stockpile	"Tune?" he questions curiously about where to stockpile, store and accumulate.
頓	2473	dùn	pause	"DUN!" the head commands sharply - to pause, stop for a meal suddenly!
噸	2474	dūn	ton	"DUN!" the mouth and pause command sharply - that's one ton, a weight measure!
純	2475	chún	unadulterated	"Churn?" the thread questions curiously - is it pure, unadulterated and genuine?
屆	2476	jiè	fall due	"JAY!" he commands sharply - the deadline to fall due, the session and term arrive!
齒	2477	chǐ	teeth	The teeth bend down drooping to bite and pierce with molars.
齣	2478	chū	shows	"CHEW!" the teeth and sentence sing cheerfully - watch the shows, the performance and act!
齡	2479	líng	length of service	"Ling?" the teeth question curiously about orders - what's the length of service, the age in years?
洶	2480	xiōng	turbulent	"SHYUNG!" the water sings cheerfully when bound up with sinister forces - turbulent, fierce and violent!
籬	2481	lí	fence	"Lee?" the bamboo questions curiously as it leaves - building a fence, a barrier and railing.
辜	2482	gū	crime	"GOO!" the sinner sings cheerfully despite the crime, guilt and offense.
宰	2483	zǎi	butcher	The house and chili pepper bend down - time to butcher, slaughter and kill!
辨	2484	biàn	differentiate	"BEN!" he commands sharply, trying to differentiate, distinguish and recognize.
辮	2485	biàn	braid	"BEN!" she commands sharply about the thread - make a braid, a plait for the twisted beard!
臂	2486	bì	arm	"BEE!" the flesh commands sharply - the arm, limb and shoulder!
劈	2487	pī	split	"PEE!" the hot sauce and dagger sing cheerfully - to split, chop and cleave the mountain!
譬	2488	pì	analogy	"PEE!" the words command sharply - make an analogy, a comparison and metaphor!
僻	2489	pì	out-of-the-way	"PEE!" the person commands sharply about the out-of-the-way, remote and secluded alley!
譯	2490	yì	translate	"EE!" the words command sharply - to translate, interpret and convert!
擇	2491	zé	select	"Zeh?" the fingers question curiously - which to select, choose and pick?
澤	2492	zé	swamp	"Zeh?" the water questions curiously - is this a swamp, a marsh with aroma?
墊	2493	diàn	pad	"DEN!" the clench and soil command sharply - use a pad, a cushion of newspaper for the pockets!
摯	2494	zhì	earnest	"GEEZ!" the clenched hand commands sharply - being earnest and sincere about this best friend!
糾	2495	jiū	entangle	"JOE!" the thread and cornucopia sing cheerfully, tangling to twist in a dispute!
凌	2496	líng	bully	"Ling?" the ice questions curiously - will you bully, insult and violate?
菱	2497	líng	water caltrop	"Ling?" the flowers and minute ricemen question curiously - is this water caltrop, an aquatic nut?
陵	2498	líng	mausoleum	"Ling?" the pinnacle and minute ricemen question curiously - is this a mausoleum, a tomb on a hill?
咳	2499	ké	cough	"Kuh?" the mouth and acorn question curiously - did you just cough, hack and wheeze?
剎	2500	shā	brake	"SHAH!" the sheaf, resin and saber sing cheerfully - to brake, stop and halt!
嚷	2501	rǎng	cry out	The mouth and pigeon coop bend down drooping - to cry out, shout and yell!
釀	2502	niàng	brew	"NYAHNG!" the whisky bottle and pigeon coop command sharply - to brew, ferment and distill!
塞	2503	sài	stronghold	"SAI!" the soil commands sharply - building a stronghold, fortress and barrier to block!
寨	2504	zhài	stockade	"JAI!" the hamster cage and tree command sharply - fortifying the stockade, village and fort!
憲	2505	xiàn	constitution	"SHYEN!" the house, eyes, heart command sharply - the constitution, the law and principles!
晴	2506	qíng	sunny	"Ching?" the sun questions curiously - is it sunny, clear and bright?
猜	2507	cāi	guess	"TSAI!" the pack of wild dogs sings cheerfully - to guess, suppose and suspect!
靖	2508	jìng	pacify	"JING!" the vase telescope commands sharply - to pacify, calm and suppress!
債	2509	zhài	debt	"JAI!" the person and responsibility command sharply - must repay the debt and what we owe!
蹟	2510	jī	remains	"JEE!" the wooden leg and responsibility sing cheerfully - the remains, traces and miracle!
牲	2511	shēng	domestic animal	"SHUNG!" the cattle sing cheerfully - domestic animals, livestock and sacrifice!
隆	2512	lóng	impressive	"Lung?" the pinnacle and walking legs question curiously in the ceiling cell - impressive, prosperous and thriving!
腥	2513	xīng	fishy smell	"SHING!" the flesh and star sing cheerfully - but there's a fishy smell, bloody disaster!
猩	2514	xīng	orangutan	"SHING!" the pack of wild dogs and star sing cheerfully - the orangutan, ape and primate!
醒	2515	xǐng	awaken	An striking symbol for awaken that whispers "Xǐng!" softly - a vivid image to remember!
瞎	2516	xiā	visionless	"SHYAH!" the eyes sing cheerfully - but they're visionless, blind - just wasting time!
轄	2517	xiá	administer	"SHYAH?" the car questions curiously about harm - will they administer jurisdiction over the church?
契	2518	qì	contract	"CHEE!" he commands sharply - sign the contract, the agreement and deed!
拜	2519	bài	adore	"BAI!" the hand, ceiling and bushes command sharply - to adore, worship and bow!
潔	2520	jié	spotless	"JYEH?" the water questions curiously - is it spotless, clean and pure of heart?
蜂	2521	fēng	bee	"FUNG!" the insect sings cheerfully - the bee with honey in a swarm!
峰	2522	fēng	peak	"FUNG!" the mountain sings cheerfully - the peak, the summit and crest!
鋒	2523	fēng	cutting edge	"FUNG!" the metal sings cheerfully - the cutting edge, the blade so sharp!
逢	2524	féng	chance upon	"Fung?" the road questions curiously - did we chance upon this encounter and meet?
蓬	2525	péng	disheveled	"Pung?" the flowers question curiously after chancing upon this disheveled, messy lotus capsule!
縫	2526	féng	sew	"Fung?" the thread questions curiously after chancing upon the chance to sew, stitch seamlessly!
奏	2527	zòu	play an instrument	"DZOH!" he commands sharply - play an instrument, perform the music!
湊	2528	còu	gather together	"TSOH!" the water commands sharply - gather together, assemble and join the excitement!
秦	2529	qín	Qin	"Chin?" the bonzai and wild rice question curiously - from the Qin dynasty?
蠢	2530	chǔn	foolish	The springtime insects bend down drooping - foolish, stupid idiots!
捧	2531	pěng	carry in both hands	The fingers and proffer bend down drooping - to carry in both hands, to hold the plate!
嘆	2532	tàn	sigh	"TAN!" the mouth commands sharply - to sigh, lament with a breath!
艱	2533	jiān	arduous	"JYEN!" the task sings cheerfully - though it's arduous, difficult and hard!
灘	2534	tān	beach	"TAN!" the water sings cheerfully - at the beach, the shore with sand!
畢	2535	bì	complete	"BEE!" he commands sharply - to complete, finish and graduate!
唾	2536	tuò	saliva	"TWOH!" the mouth commands sharply, drooling with saliva - to spit spittle!
吟	2537	yín	recite	"Yin?" the mouth and clock question curiously - will you recite and chant poetry?
貪	2538	tān	greedy	"TAN!" the shells sing cheerfully - being greedy, to covet and desire!
琴	2539	qín	stringed instrument	"Chin?" the jewels question curiously - is it a stringed instrument, a zither for music?
栗	2540	lì	chestnut	"LEE!" the old west tree commands sharply - the chestnut nut and kernel!
潭	2541	tán	deep pool	"Tan?" the water and sunflower question curiously in the old west - is this a deep pool, a frigid cave for rabbits?
遷	2542	qiān	resituate	"CHYEN!" the road sings cheerfully - time to resituate, relocate to Taiwan!
覆	2543	fù	overturn	"FOO!" he commands sharply - to overturn, topple and reverse!
飄	2544	piāo	flutter	"PYAO!" the food sings cheerfully - to flutter, float and drift!
闆	2545	bǎn	boss	See how the gate forms boss? It whispers "Bǎn!" softly - a vivid image to remember!
闊	2546	kuò	broad	"KWOH!" the gate and lively command sharply - broad, wide and spacious!
閉	2547	bì	close	The gate stands for close, shouting "BEE!" sharply - a vivid image to remember!
潤	2548	rùn	moisten	"RWUN!" the water commands sharply - to moisten, wet and lubricate!
閣	2549	gé	cabinet	"Guh?" the gate questions curiously - is this a cabinet, a pavilion in the loft?
擱	2550	gē	put aside	"GUH!" the fingers and cabinet sing cheerfully - to put aside, but don't waste time!
闡	2551	chǎn	explicate	The gate and list bend down drooping - to explicate, clarify and expound!
閱	2552	yuè	peruse	"YWEH!" the gate commands sharply - to peruse, read and inspect!
悶	2553	mēn	stuffy	"MUN!" the heart and gate command sharply - stuffy, silent and stifling!
閃	2554	shǎn	flash	See how the gate forms flash? It whispers "Shǎn!" softly - a vivid image to remember!
閥	2555	fá	valve	"Fah?" the gate questions curiously - is it a valve for the honorable family to control?
閘	2556	zhá	floodgate	"JAH?" the gate and radish question curiously - the floodgate, sluice and dam?
闢	2557	pì	repudiate	"PEE!" the gate and hot sauce command sharply - to repudiate, refute and open!
蒼	2558	cāng	ash-colored	"TSAHNG!" the flowers sing cheerfully - ash-colored, pale blue in the district!
搶	2559	qiǎng	rob	The fingers bend down drooping - to rob, seize and snatch by stealing!
菲	2560	fěi	humble	The flowers and jail cell bend down drooping - humble, modest and meager!
輩	2561	bèi	lifetime	"BAY!" the car commands sharply - a lifetime, generation of peers!
悲	2562	bēi	sad	"BAY!" the heart sings cheerfully despite being sad - sorrow and grief!
徘	2563	pái	irresolute	"Pai?" the queue and jail cell question curiously - irresolute, hesitant and pacing!
殲	2564	jiān	annihilate	"JYEN!" the bones and jailbreak sing cheerfully - to annihilate, destroy and wipe out!
籤	2565	qiān	bamboo slip	"CHYEN!" the bamboo and jailbreak sing cheerfully - a bamboo slip, a divination stick!
纖	2566	xiān	fiber	"SHYEN!" the thread and jailbreak sing cheerfully - fiber, delicate and tiny for the body!
喉	2567	hóu	gullet	"HOH?" the mouth questions curiously - the gullet, throat and larynx?
猴	2568	hóu	monkey	"HOH?" the pack and marquis question curiously - a monkey? To kill a chicken as an example?
韓	2569	hán	Korea	Picture korea taking form - it asks "HAN?" with vivid energy!
違	2570	wéi	disobey	"WAY?" the road questions curiously - will you disobey, violate and oppose?
緯	2571	wěi	latitude	The thread and locket bend down drooping - the latitude, a parallel line!
竿	2572	gān	pole	"GAN!" the bamboo sings cheerfully - a pole, a rod and shaft!
罕	2573	hǎn	rarely	The paper punch and clothesline bend down drooping - rarely, seldom and uncommon!
軒	2574	xuān	veranda	"SHWEN!" the car sings cheerfully - a veranda, a pavilion from the untamed!
肝	2575	gān	liver	"GAN!" the flesh and offend sing cheerfully - the liver organ for a transplant!
刊	2576	kān	publication	"KAN!" the clothesline and saber sing cheerfully - a publication, a periodical magazine!
汗	2577	hàn	sweat	"HAN?" the water questions curiously after the offend - is this sweat, perspiration on the hair?
桿	2578	gǎn	shaft	The tree stands for shaft, whispering "Gǎn!" softly - a vivid image to remember!
悍	2579	hàn	bold	"HAN!" the state of mind commands sharply during drought - bold, fierce and brave!
徐	2580	xú	slowly	"SHOO?" the queue questions curiously - moving slowly, gradual and leisurely?
敘	2581	xù	recount	"SHOO!" the scale and taskmaster command sharply - recount, narrate and explain about qinghe!
塗	2582	tú	smear	"TOO?" the soil questions curiously - to smear, apply and spread?
斜	2583	xié	slanting	"SHYEH?" the scale and big dipper question curiously - slanting, tilted and diagonal?
喇	2584	lǎ	flared horn	The mouth, bundle and saber bend down drooping - a flared horn, a trumpet speaker!
嗽	2585	sòu	hack	"SOH!" the mouth, bundle and yawn command sharply - to hack, cough and wheeze!
賴	2586	lài	rely on	"LAI!" the shells command sharply - to rely on, depend and blame!
懶	2587	lǎn	lazy	The strokes unite to show lazy, whispering "Lǎn!" softly - a vivid image to remember!
嫩	2588	nèn	tender	"NUN!" the woman, bundle and taskmaster command sharply - tender, soft young dew grass!
煉	2589	liàn	refine	"LYEN!" the fire commands sharply - to refine, smelt and purify!
鍊	2590	liàn	chain	"LYEN!" the metal commands sharply - a chain, a link for training!
腫	2591	zhǒng	swollen	A striking symbol for swollen that whispers "Zhǒng!" softly!
董	2592	dǒng	director	The flowers and heavy bend down drooping - the director, supervisor and manager!
鍾	2593	zhōng	draw together	"JUNG!" the metal and heavy sing cheerfully - to draw together, concentrate and focus!
痰	2594	tán	phlegm	"TAN?" the sickness and inflammation question curiously - is this phlegm, mucus and sputum?
症	2595	zhèng	disease	"JUNG!" the sickness commands sharply to be correct - the disease, illness and lost soul syndrome!
疼	2596	téng	hurt	"TUNG?" the sickness questions curiously - does it hurt, ache and pain?
癒	2597	yù	get well	"YOO!" the sickness commands sharply to get better more and more - to heal the scars!
疫	2598	yì	epidemic	"YEE!" the sickness commands sharply - an epidemic, plague and outbreak!
癌	2599	ái	cancer	"AI?" the sickness questions curiously - is it cancer, a malignant tumor?
疲	2600	pí	fatigued	"PEE?" the sickness questions curiously - are you fatigued, exhausted and weary?
疾	2601	jí	rapid	"JEE?" the sickness questions curiously and rapid, swift and speedy!
痴	2602	chī	idiotic	"CHIH!" the sickness sings cheerfully - being idiotic, foolish and obsessed!
瘤	2603	liú	tumor	"LYOH?" the sickness questions curiously about what stays - a tumor, a growth and lump?
痕	2604	hén	trace	"HUN?" the sickness questions curiously - is this a trace, a mark and scar?
癢	2605	yǎng	itch	Picture itch taking form - it whispers "Yǎng!" with vivid energy!
癱	2606	tān	paralysis	"TAN!" the sickness and difficult sing cheerfully despite paralysis - immobilized and disabled!
瘡	2607	chuāng	sore	"CHWAHNG!" the sickness and storehouse sing cheerfully - a sore, a wound and lesion!
穩	2608	wěn	stable	The strokes unite to show stable, whispering "Wěn!" softly - a vivid image to remember!
隱	2609	yǐn	hidden	Picture hidden taking form - it whispers "Yǐn!" with vivid energy!
癮	2610	yǐn	addiction	An striking symbol for addiction that whispers "Yǐn!" softly!
巨	2611	jù	gigantic	The strokes unite to show gigantic, shouting "JYOO!" sharply!
渠	2612	qú	canal	"CHYOO?" the water, giant and tree question curiously - is this a canal, a channel and ditch?
拒	2613	jù	refuse	"JYOO!" the fingers command sharply - to refuse, reject and decline the call!
矩	2614	jǔ	square	The strokes unite to show square, whispering "Jǔ!" softly - a vivid image to remember!
距	2615	jù	distance	"JYOO!" the foot commands sharply - measuring the distance, the gap and separation!
框	2616	kuàng	rectangular frame	"KWAHNG!" the tree, box and jewel command sharply - a rectangular frame, a border for pictures and certificates!
筐	2617	kuāng	rectangular basket	"KWAHNG!" the bamboo, box and king sing cheerfully - a rectangular basket for fruit containers!
砸	2618	zá	smash	"DZAH?" the stone questions curiously - will you smash, shatter and break?
匯	2619	huì	converge	"HWAY!" the box, water and turkey command sharply - to converge, gather and assemble!
匠	2620	jiàng	artisan	"JYAHNG!" the box and tomahawk command sharply - an artisan, a craftsman comedian!
匪	2621	fěi	bandit	The box and jail cell bend down drooping - a bandit, a thief and outlaw!
匿	2622	nì	keep out of sight	"NEE!" the box and Disneyland command sharply - to keep out of sight, hide and conceal!
兜	2623	dōu	pocket	"DOH!" he sings cheerfully about the pocket, pouch to carry!
嘔	2624	ǒu	to vomit	"Oh!" The mouth區 expelled - to vomit and retch!
毆	2625	ōu	hit	"OH!" the bones sing cheerfully - to hit, fight and strike in the cloud recesses!
